"timeframe" "time" "price_in_usd"
"7D" "2024-08-25_17:40:00" 64159.0722689833
"7D" "2024-08-25_17:25:00" 64074.6187227361
"7D" "2024-08-25_17:10:00" 64156.3584108151
"7D" "2024-08-25_16:55:00" 64048.2186264171
"7D" "2024-08-25_16:45:00" 63920.6077206709
"7D" "2024-08-25_16:30:00" 63955.4170165058
"7D" "2024-08-25_16:15:00" 63945.408833761
"7D" "2024-08-25_16:00:00" 63849.8885882599
"7D" "2024-08-25_15:45:00" 63907.5858153677
"7D" "2024-08-25_15:30:00" 63898.3066206055
"7D" "2024-08-25_15:15:00" 63933.7116226618
"7D" "2024-08-25_15:00:00" 64005.3865324139
"7D" "2024-08-25_14:50:00" 63980.5340076388
"7D" "2024-08-25_14:35:00" 63992.2456818704
"7D" "2024-08-25_14:20:00" 63860.1070886484
"7D" "2024-08-25_14:05:00" 63902.1587000252
"7D" "2024-08-25_13:50:00" 63953.2228467553
"7D" "2024-08-25_13:35:00" 63880.6435543837
"7D" "2024-08-25_13:20:00" 63885.5427185561
"7D" "2024-08-25_13:05:00" 63905.8647931493
"7D" "2024-08-25_12:55:00" 63867.6961306691
"7D" "2024-08-25_12:40:00" 63932.1160037566
"7D" "2024-08-25_12:25:00" 63982.4054489162
"7D" "2024-08-25_12:10:00" 64006.519966883
"7D" "2024-08-25_11:55:00" 64006.9470306255
"7D" "2024-08-25_11:40:00" 63967.8670001044
"7D" "2024-08-25_11:25:00" 63914.5026013373
"7D" "2024-08-25_11:10:00" 63879.1511437875
"7D" "2024-08-25_11:00:00" 64011.5857800857
"7D" "2024-08-25_10:45:00" 63953.3262364396
"7D" "2024-08-25_10:30:00" 64035.8175669967
"7D" "2024-08-25_10:15:00" 64045.1610512662
"7D" "2024-08-25_10:00:00" 64082.7920770343
"7D" "2024-08-25_09:45:00" 64129.6374372695
"7D" "2024-08-25_09:30:00" 64172.808739889
"7D" "2024-08-25_09:15:00" 64176.6612864806
"7D" "2024-08-25_09:05:00" 64202.8352641047
"7D" "2024-08-25_08:50:00" 64211.3632232801
"7D" "2024-08-25_08:35:00" 64195.6208518067
"7D" "2024-08-25_08:20:00" 64175.4026136484
"7D" "2024-08-25_08:05:00" 64106.9577795313
"7D" "2024-08-25_07:50:00" 64069.9414944579
"7D" "2024-08-25_07:35:00" 64104.7377521992
"7D" "2024-08-25_07:20:00" 64066.361549771
"7D" "2024-08-25_07:10:00" 64077.5963864126
"7D" "2024-08-25_06:55:00" 64122.0675889818
"7D" "2024-08-25_06:40:00" 64182.3498928382
"7D" "2024-08-25_06:25:00" 64181.6117589449
"7D" "2024-08-25_06:10:00" 64260.2904442674
"7D" "2024-08-25_05:55:00" 64254.4585069474
"7D" "2024-08-25_05:40:00" 64203.5146294063
"7D" "2024-08-25_05:25:00" 64209.295666078
"7D" "2024-08-25_05:15:00" 64147.7697993538
"7D" "2024-08-25_05:00:00" 64295.1102390421
"7D" "2024-08-25_04:45:00" 64321.7195464781
"7D" "2024-08-25_04:30:00" 64210.7153177794
"7D" "2024-08-25_04:15:00" 64285.6195149867
"7D" "2024-08-25_04:00:00" 64372.5309295532
"7D" "2024-08-25_03:45:00" 64307.4791223316
"7D" "2024-08-25_03:30:00" 64178.707662226
"7D" "2024-08-25_03:20:00" 64006.576432675
"7D" "2024-08-25_03:05:00" 63998.1183353478
"7D" "2024-08-25_02:50:00" 63973.0116660457
"7D" "2024-08-25_02:35:00" 63897.4560754323
"7D" "2024-08-25_02:20:00" 63963.0138370776
"7D" "2024-08-25_02:05:00" 63878.9286612271
"7D" "2024-08-25_01:50:00" 63889.3097645644
"7D" "2024-08-25_01:40:00" 63683.9368886307
"7D" "2024-08-25_01:25:00" 63847.911563689
"7D" "2024-08-25_01:10:00" 63852.6498028357
"7D" "2024-08-25_00:55:00" 64083.4502621678
"7D" "2024-08-25_00:40:00" 64022.2699535709
"7D" "2024-08-25_00:25:00" 64205.9438045952
"7D" "2024-08-25_00:10:00" 64287.1139271602
"7D" "2024-08-24_23:55:00" 64319.8958950484
"7D" "2024-08-24_23:45:00" 64227.0092989057
"7D" "2024-08-24_23:30:00" 64246.9366264147
"7D" "2024-08-24_23:15:00" 64342.7640962409
"7D" "2024-08-24_23:00:00" 64370.912119309
"7D" "2024-08-24_22:45:00" 64284.4298140755
"7D" "2024-08-24_22:30:00" 64257.0352877809
"7D" "2024-08-24_22:15:00" 64199.567872658
"7D" "2024-08-24_22:00:00" 64420.3339172131
"7D" "2024-08-24_21:50:00" 64023.6528873424
"7D" "2024-08-24_21:35:00" 64016.3338855614
"7D" "2024-08-24_21:20:00" 64154.2806269751
"7D" "2024-08-24_21:05:00" 64179.5157779435
"7D" "2024-08-24_20:50:00" 64227.9788988454
"7D" "2024-08-24_20:35:00" 64243.8836676822
"7D" "2024-08-24_20:20:00" 64251.2118235294
"7D" "2024-08-24_20:05:00" 64314.752940536
"7D" "2024-08-24_19:55:00" 64149.8600855029
"7D" "2024-08-24_19:40:00" 64095.4407416178
"7D" "2024-08-24_19:25:00" 63952.0759247484
"7D" "2024-08-24_19:10:00" 64056.2809534351
"7D" "2024-08-24_18:55:00" 64104.8002399704
"7D" "2024-08-24_18:40:00" 64120.0795109391
"7D" "2024-08-24_18:25:00" 64200.8739472533
"7D" "2024-08-24_18:10:00" 64196.5711642405
"7D" "2024-08-24_18:00:00" 64244.7614038817
"7D" "2024-08-24_17:45:00" 64159.7319568207
"7D" "2024-08-24_17:30:00" 64234.3837193729
"7D" "2024-08-24_17:15:00" 64183.5491181043
"7D" "2024-08-24_17:00:00" 64199.9674362137
"7D" "2024-08-24_16:45:00" 64160.5645484943
"7D" "2024-08-24_16:30:00" 64123.8357874382
"7D" "2024-08-24_16:15:00" 64202.6392615601
"7D" "2024-08-24_16:05:00" 64176.082747857
"7D" "2024-08-24_15:50:00" 64120.3573732952
"7D" "2024-08-24_15:35:00" 64043.4231871786
"7D" "2024-08-24_15:20:00" 64072.1585479551
"7D" "2024-08-24_15:05:00" 64135.8042589249
"7D" "2024-08-24_14:50:00" 64164.5008406879
"7D" "2024-08-24_14:35:00" 64198.7088159023
"7D" "2024-08-24_14:20:00" 64255.4310500692
"7D" "2024-08-24_14:10:00" 64279.3735834662
"7D" "2024-08-24_13:55:00" 64335.4490607435
"7D" "2024-08-24_13:40:00" 64346.2201054534
"7D" "2024-08-24_13:25:00" 64317.2229416739
"7D" "2024-08-24_13:10:00" 64318.1201109526
"7D" "2024-08-24_12:55:00" 64319.4274499829
"7D" "2024-08-24_12:40:00" 64289.3056277761
"7D" "2024-08-24_12:25:00" 64320.6028801904
"7D" "2024-08-24_12:15:00" 64270.2117313221
"7D" "2024-08-24_12:00:00" 64196.9583649293
"7D" "2024-08-24_11:45:00" 64208.0992824399
"7D" "2024-08-24_11:30:00" 64341.6200357856
"7D" "2024-08-24_11:15:00" 64302.4000957833
"7D" "2024-08-24_11:00:00" 64254.3085123051
"7D" "2024-08-24_10:45:00" 64225.4519768225
"7D" "2024-08-24_10:30:00" 64101.0674839343
"7D" "2024-08-24_10:20:00" 64136.5336592159
"7D" "2024-08-24_10:05:00" 64083.6660102995
"7D" "2024-08-24_09:50:00" 63983.3450266333
"7D" "2024-08-24_09:35:00" 64022.4516850803
"7D" "2024-08-24_09:20:00" 64006.5610174858
"7D" "2024-08-24_09:05:00" 64011.8953828203
"7D" "2024-08-24_08:50:00" 64010.3994350235
"7D" "2024-08-24_08:40:00" 63966.7598904045
"7D" "2024-08-24_08:25:00" 63949.0617194577
"7D" "2024-08-24_08:10:00" 63991.5001210729
"7D" "2024-08-24_07:55:00" 63966.1464945168
"7D" "2024-08-24_07:40:00" 63986.4137735435
"7D" "2024-08-24_07:25:00" 63892.7438053078
"7D" "2024-08-24_07:10:00" 63858.5299251901
"7D" "2024-08-24_06:55:00" 63900.4449332552
"7D" "2024-08-24_06:45:00" 63991.7380647567
"7D" "2024-08-24_06:30:00" 63978.5273951709
"7D" "2024-08-24_06:15:00" 63938.4765144928
"7D" "2024-08-24_06:00:00" 63926.6320115905
"7D" "2024-08-24_05:45:00" 63954.3876708415
"7D" "2024-08-24_05:30:00" 63871.3382354491
"7D" "2024-08-24_05:15:00" 63683.0251970662
"7D" "2024-08-24_05:00:00" 63822.5627571816
"7D" "2024-08-24_04:50:00" 63852.1678000417
"7D" "2024-08-24_04:35:00" 63954.9018507967
"7D" "2024-08-24_04:20:00" 64112.0892912381
"7D" "2024-08-24_04:05:00" 63906.9030690596
"7D" "2024-08-24_03:50:00" 64007.4410087862
"7D" "2024-08-24_03:35:00" 64138.2466642203
"7D" "2024-08-24_03:20:00" 64034.9733418314
"7D" "2024-08-24_03:05:00" 64107.6466642374
"7D" "2024-08-24_02:55:00" 64276.0756534834
"7D" "2024-08-24_02:40:00" 64196.389700611
"7D" "2024-08-24_02:25:00" 64467.4676044899
"7D" "2024-08-24_02:10:00" 64791.4293551657
"7D" "2024-08-24_01:55:00" 64490.3249611422
"7D" "2024-08-24_01:40:00" 64449.171311021
"7D" "2024-08-24_01:25:00" 64442.3320497977
"7D" "2024-08-24_01:10:00" 64492.1811750855
"7D" "2024-08-24_01:00:00" 64287.8660683831
"7D" "2024-08-24_00:45:00" 63736.209029164
"7D" "2024-08-24_00:30:00" 63691.3706115753
"7D" "2024-08-24_00:15:00" 63668.22742776
"7D" "2024-08-24" 63723.4301109721
"7D" "2024-08-23_23:45:00" 63751.4918628473
"7D" "2024-08-23_23:30:00" 63673.4315028286
"7D" "2024-08-23_23:15:00" 63678.5709856531
"7D" "2024-08-23_23:05:00" 63611.3577467197
"7D" "2024-08-23_22:50:00" 63622.9792770767
"7D" "2024-08-23_22:35:00" 63184.2305288636
"7D" "2024-08-23_22:20:00" 63372.037232933
"7D" "2024-08-23_22:05:00" 63126.7931476666
"7D" "2024-08-23_21:50:00" 63188.8392482813
"7D" "2024-08-23_21:35:00" 63146.079465178
"7D" "2024-08-23_21:20:00" 62795.4290932065
"7D" "2024-08-23_21:10:00" 61986.4325192872
"7D" "2024-08-23_20:55:00" 61828.7893908473
"7D" "2024-08-23_20:40:00" 61759.9022094243
"7D" "2024-08-23_20:25:00" 61707.6849111917
"7D" "2024-08-23_20:10:00" 61748.1729726769
"7D" "2024-08-23_19:55:00" 61573.3775590352
"7D" "2024-08-23_19:40:00" 61572.5677935865
"7D" "2024-08-23_19:25:00" 61547.5497332436
"7D" "2024-08-23_19:15:00" 61665.6745478475
"7D" "2024-08-23_19:00:00" 61430.5571244392
"7D" "2024-08-23_18:45:00" 61325.0788001052
"7D" "2024-08-23_18:30:00" 61012.3972202533
"7D" "2024-08-23_18:15:00" 61667.8355704388
"7D" "2024-08-23_18:00:00" 61892.9213759747
"7D" "2024-08-23_17:45:00" 62100.2338399579
"7D" "2024-08-23_17:30:00" 61100.3095324403
"7D" "2024-08-23_17:20:00" 61088.7212125851
"7D" "2024-08-23_17:05:00" 60977.2385640827
"7D" "2024-08-23_16:50:00" 61046.5451203666
"7D" "2024-08-23_16:35:00" 61100.771810202
"7D" "2024-08-23_16:20:00" 61098.1069789453
"7D" "2024-08-23_16:05:00" 60904.0769931234
"7D" "2024-08-23_15:50:00" 60829.5324795005
"7D" "2024-08-23_15:35:00" 60829.54574501
"7D" "2024-08-23_15:25:00" 60752.6895315674
"7D" "2024-08-23_15:10:00" 60771.7630943996
"7D" "2024-08-23_14:55:00" 60815.2625223707
"7D" "2024-08-23_14:40:00" 60774.9216264671
"7D" "2024-08-23_14:25:00" 61095.4787908297
"7D" "2024-08-23_14:10:00" 61132.4903021076
"7D" "2024-08-23_13:55:00" 61067.4072670815
"7D" "2024-08-23_13:45:00" 61062.435045798
"7D" "2024-08-23_13:30:00" 61048.7627950717
"7D" "2024-08-23_13:15:00" 61123.3024847925
"7D" "2024-08-23_13:00:00" 61289.1644074592
"7D" "2024-08-23_12:45:00" 61254.6853819718
"7D" "2024-08-23_12:30:00" 61312.3494001431
"7D" "2024-08-23_12:15:00" 61194.484405603
"7D" "2024-08-23_12:00:00" 61213.2218940635
"7D" "2024-08-23_11:50:00" 61211.0538479351
"7D" "2024-08-23_11:35:00" 61139.0777180251
"7D" "2024-08-23_11:20:00" 61072.3390396477
"7D" "2024-08-23_11:05:00" 61057.0067356016
"7D" "2024-08-23_10:50:00" 61116.713314594
"7D" "2024-08-23_10:35:00" 61205.9841523295
"7D" "2024-08-23_10:20:00" 61177.4622565107
"7D" "2024-08-23_10:05:00" 60855.7558965506
"7D" "2024-08-23_09:55:00" 60900.4870664692
"7D" "2024-08-23_09:40:00" 60946.209775246
"7D" "2024-08-23_09:25:00" 60867.6979818707
"7D" "2024-08-23_09:10:00" 60874.0516582207
"7D" "2024-08-23_08:55:00" 60997.2535571201
"7D" "2024-08-23_08:40:00" 60862.084633935
"7D" "2024-08-23_08:25:00" 60691.4932605625
"7D" "2024-08-23_08:10:00" 60693.5863458403
"7D" "2024-08-23_08:00:00" 60736.2191388085
"7D" "2024-08-23_07:45:00" 60648.9728836463
"7D" "2024-08-23_07:30:00" 60609.802211519
"7D" "2024-08-23_07:15:00" 60595.4318692626
"7D" "2024-08-23_07:00:00" 60619.4937531334
"7D" "2024-08-23_06:45:00" 60697.3143059833
"7D" "2024-08-23_06:30:00" 60655.4854033318
"7D" "2024-08-23_06:15:00" 60730.0624555289
"7D" "2024-08-23_06:05:00" 60717.4278574201
"7D" "2024-08-23_05:50:00" 60764.8805476072
"7D" "2024-08-23_05:35:00" 60743.0131539465
"7D" "2024-08-23_05:20:00" 60832.0730506103
"7D" "2024-08-23_05:05:00" 60649.3604671755
"7D" "2024-08-23_04:50:00" 60806.2102223224
"7D" "2024-08-23_04:35:00" 60774.1912190764
"7D" "2024-08-23_04:20:00" 60834.5806400348
"7D" "2024-08-23_04:10:00" 60930.1026578842
"7D" "2024-08-23_03:55:00" 60623.0622001227
"7D" "2024-08-23_03:40:00" 60518.9809468337
"7D" "2024-08-23_03:25:00" 60387.7590116047
"7D" "2024-08-23_03:10:00" 60401.8009719685
"7D" "2024-08-23_02:55:00" 60410.0806435896
"7D" "2024-08-23_02:40:00" 60328.1444882095
"7D" "2024-08-23_02:25:00" 60471.9513339786
"7D" "2024-08-23_02:15:00" 60466.1462704511
"7D" "2024-08-23_02:00:00" 60533.7918378394
"7D" "2024-08-23_01:45:00" 60534.7513073482
"7D" "2024-08-23_01:30:00" 60565.8509728954
"7D" "2024-08-23_01:15:00" 60588.7772328887
"7D" "2024-08-23_01:00:00" 60578.9775829559
"7D" "2024-08-23_00:45:00" 60544.2076521225
"7D" "2024-08-23_00:30:00" 60684.1982895302
"7D" "2024-08-23_00:20:00" 60439.6701700848
"7D" "2024-08-23_00:05:00" 60408.2207496717
"7D" "2024-08-22_23:50:00" 60343.7867744062
"7D" "2024-08-22_23:35:00" 60524.2205079051
"7D" "2024-08-22_23:20:00" 60425.9030099844
"7D" "2024-08-22_23:05:00" 60237.265554668
"7D" "2024-08-22_22:50:00" 60294.7343945116
"7D" "2024-08-22_22:35:00" 60413.2279807921
"7D" "2024-08-22_22:25:00" 60400.0681087266
"7D" "2024-08-22_22:10:00" 60504.4699450734
"7D" "2024-08-22_21:55:00" 60520.0743765042
"7D" "2024-08-22_21:40:00" 60284.7825980562
"7D" "2024-08-22_21:25:00" 60211.8138925854
"7D" "2024-08-22_21:10:00" 60418.9803294047
"7D" "2024-08-22_20:55:00" 60476.6785833447
"7D" "2024-08-22_20:45:00" 60381.0558370732
"7D" "2024-08-22_20:30:00" 60338.7047736979
"7D" "2024-08-22_20:15:00" 60570.0970924804
"7D" "2024-08-22_20:00:00" 60510.1641781523
"7D" "2024-08-22_19:45:00" 60341.9329172977
"7D" "2024-08-22_19:30:00" 60419.9809746708
"7D" "2024-08-22_19:15:00" 60196.2174179048
"7D" "2024-08-22_19:00:00" 60488.9437055452
"7D" "2024-08-22_18:50:00" 60600.0265157688
"7D" "2024-08-22_18:35:00" 60724.4904243205
"7D" "2024-08-22_18:20:00" 60395.3648499143
"7D" "2024-08-22_18:05:00" 60559.729588815
"7D" "2024-08-22_17:50:00" 60624.5211785435
"7D" "2024-08-22_17:35:00" 60622.7621278025
"7D" "2024-08-22_17:20:00" 60501.4870355247
"7D" "2024-08-22_17:05:00" 60869.7377941596
"7D" "2024-08-22_16:55:00" 60866.5436338339
"7D" "2024-08-22_16:40:00" 60831.6614730402
"7D" "2024-08-22_16:25:00" 60931.8646242463
"7D" "2024-08-22_16:10:00" 60954.5549040932
"7D" "2024-08-22_15:55:00" 61249.4846783832
"7D" "2024-08-22_15:40:00" 61327.8808947829
"7D" "2024-08-22_15:25:00" 61391.214883367
"7D" "2024-08-22_15:10:00" 61269.9503497677
"7D" "2024-08-22_15:00:00" 61279.8357356604
"7D" "2024-08-22_14:45:00" 61249.7373429185
"7D" "2024-08-22_14:30:00" 61370.5060341639
"7D" "2024-08-22_14:15:00" 61257.4920134718
"7D" "2024-08-22_14:00:00" 61103.8879856906
"7D" "2024-08-22_13:45:00" 60946.4602054631
"7D" "2024-08-22_13:30:00" 60913.139533207
"7D" "2024-08-22_13:15:00" 60911.8828995915
"7D" "2024-08-22_13:05:00" 60936.1443814515
"7D" "2024-08-22_12:50:00" 60929.9671150867
"7D" "2024-08-22_12:35:00" 60962.2836769703
"7D" "2024-08-22_12:20:00" 60986.8409564153
"7D" "2024-08-22_12:05:00" 61029.2105836146
"7D" "2024-08-22_11:50:00" 60979.4198238945
"7D" "2024-08-22_11:35:00" 60972.265417317
"7D" "2024-08-22_11:20:00" 60927.0456594203
"7D" "2024-08-22_11:10:00" 60843.5329059699
"7D" "2024-08-22_10:55:00" 60795.9149373864
"7D" "2024-08-22_10:40:00" 60789.0401999166
"7D" "2024-08-22_10:25:00" 60803.3438717729
"7D" "2024-08-22_10:10:00" 60760.2508692036
"7D" "2024-08-22_09:55:00" 60775.2521608016
"7D" "2024-08-22_09:40:00" 60928.2548766469
"7D" "2024-08-22_09:25:00" 60684.4165867597
"7D" "2024-08-22_09:15:00" 60683.7827759004
"7D" "2024-08-22_09:00:00" 60754.9950426434
"7D" "2024-08-22_08:45:00" 60788.3891779412
"7D" "2024-08-22_08:30:00" 60835.1194843849
"7D" "2024-08-22_08:15:00" 60732.4018350564
"7D" "2024-08-22_08:00:00" 60629.9657443163
"7D" "2024-08-22_07:45:00" 60534.5117228724
"7D" "2024-08-22_07:30:00" 60574.7454940918
"7D" "2024-08-22_07:20:00" 60449.063440033
"7D" "2024-08-22_07:05:00" 60400.376947446
"7D" "2024-08-22_06:50:00" 60334.2471980526
"7D" "2024-08-22_06:35:00" 60201.5704823497
"7D" "2024-08-22_06:20:00" 60271.8531634612
"7D" "2024-08-22_06:05:00" 60722.8937821435
"7D" "2024-08-22_05:50:00" 60812.8157683543
"7D" "2024-08-22_05:35:00" 60911.4292542947
"7D" "2024-08-22_05:25:00" 60878.3465362393
"7D" "2024-08-22_05:10:00" 60913.1525823359
"7D" "2024-08-22_04:55:00" 60950.8359464603
"7D" "2024-08-22_04:40:00" 60946.5719247964
"7D" "2024-08-22_04:25:00" 60972.709046558
"7D" "2024-08-22_04:10:00" 61072.0394210858
"7D" "2024-08-22_03:55:00" 61051.1961896631
"7D" "2024-08-22_03:40:00" 61151.2343636155
"7D" "2024-08-22_03:30:00" 61168.2270221065
"7D" "2024-08-22_03:15:00" 61148.4713514374
"7D" "2024-08-22_03:00:00" 61189.8658329596
"7D" "2024-08-22_02:45:00" 61236.1173055887
"7D" "2024-08-22_02:30:00" 61202.8922340341
"7D" "2024-08-22_02:15:00" 61312.7457394198
"7D" "2024-08-22_02:00:00" 61403.7463706149
"7D" "2024-08-22_01:50:00" 61324.7678631577
"7D" "2024-08-22_01:35:00" 61345.0246528504
"7D" "2024-08-22_01:20:00" 61246.1737739551
"7D" "2024-08-22_01:05:00" 61418.6048731657
"7D" "2024-08-22_00:50:00" 61049.0224031016
"7D" "2024-08-22_00:35:00" 61122.2568431956
"7D" "2024-08-22_00:20:00" 60989.8361302475
"7D" "2024-08-22_00:05:00" 61247.712874319
"7D" "2024-08-21_23:55:00" 61452.5894403744
"7D" "2024-08-21_23:40:00" 61562.2131082116
"7D" "2024-08-21_23:25:00" 61462.0485131996
"7D" "2024-08-21_23:10:00" 61392.6651326406
"7D" "2024-08-21_22:55:00" 60986.7875942651
"7D" "2024-08-21_22:40:00" 61073.0177693478
"7D" "2024-08-21_22:25:00" 60827.8031004891
"7D" "2024-08-21_22:10:00" 60531.7619012321
"7D" "2024-08-21_22:00:00" 60468.1390875426
"7D" "2024-08-21_21:45:00" 60040.7897316453
"7D" "2024-08-21_21:30:00" 59951.8083558652
"7D" "2024-08-21_21:15:00" 59930.7896899386
"7D" "2024-08-21_21:00:00" 59951.6296123327
"7D" "2024-08-21_20:45:00" 59826.0596651656
"7D" "2024-08-21_20:30:00" 59855.3706393684
"7D" "2024-08-21_20:15:00" 59751.1389294425
"7D" "2024-08-21_20:05:00" 59692.9916385157
"7D" "2024-08-21_19:50:00" 59518.4802161734
"7D" "2024-08-21_19:35:00" 59403.3002519517
"7D" "2024-08-21_19:20:00" 59630.8349657305
"7D" "2024-08-21_19:05:00" 59628.6289623025
"7D" "2024-08-21_18:50:00" 59533.374821326
"7D" "2024-08-21_18:35:00" 59473.1332727676
"7D" "2024-08-21_18:20:00" 59582.9990294807
"7D" "2024-08-21_18:10:00" 59826.4693206379
"7D" "2024-08-21_17:55:00" 59652.1948551718
"7D" "2024-08-21_17:40:00" 60175.6206942224
"7D" "2024-08-21_17:25:00" 59225.4512947786
"7D" "2024-08-21_17:10:00" 59250.7164181365
"7D" "2024-08-21_16:55:00" 59535.637138862
"7D" "2024-08-21_16:40:00" 59532.7364141347
"7D" "2024-08-21_16:25:00" 59474.7160970235
"7D" "2024-08-21_16:15:00" 59572.4679177907
"7D" "2024-08-21_16:00:00" 59438.7218837799
"7D" "2024-08-21_15:45:00" 59352.779059688
"7D" "2024-08-21_15:30:00" 59389.7210530363
"7D" "2024-08-21_15:15:00" 59347.7492055492
"7D" "2024-08-21_15:00:00" 59364.1251886455
"7D" "2024-08-21_14:45:00" 59478.0768525362
"7D" "2024-08-21_14:30:00" 59475.0390590489
"7D" "2024-08-21_14:20:00" 59368.6176126821
"7D" "2024-08-21_14:05:00" 59324.1482109283
"7D" "2024-08-21_13:50:00" 59353.1019639474
"7D" "2024-08-21_13:35:00" 59263.8158912185
"7D" "2024-08-21_13:20:00" 59232.4434913882
"7D" "2024-08-21_13:05:00" 59134.6948005111
"7D" "2024-08-21_12:50:00" 59208.4881317291
"7D" "2024-08-21_12:35:00" 59306.4654672354
"7D" "2024-08-21_12:25:00" 59483.2596596204
"7D" "2024-08-21_12:10:00" 59557.1450284594
"7D" "2024-08-21_11:55:00" 59389.6657641812
"7D" "2024-08-21_11:40:00" 59594.6148097502
"7D" "2024-08-21_11:25:00" 59716.8963308266
"7D" "2024-08-21_11:10:00" 59645.4788486156
"7D" "2024-08-21_10:55:00" 59623.3869172844
"7D" "2024-08-21_10:40:00" 59739.5663919564
"7D" "2024-08-21_10:30:00" 59636.0645715907
"7D" "2024-08-21_10:15:00" 59660.4677529084
"7D" "2024-08-21_10:00:00" 59695.9388007204
"7D" "2024-08-21_09:45:00" 59519.12795496
"7D" "2024-08-21_09:30:00" 59382.5997047743
"7D" "2024-08-21_09:15:00" 59341.7799123963
"7D" "2024-08-21_09:00:00" 59378.918048406
"7D" "2024-08-21_08:50:00" 59403.9387646725
"7D" "2024-08-21_08:35:00" 59378.9258826147
"7D" "2024-08-21_08:20:00" 59386.6065019722
"7D" "2024-08-21_08:05:00" 59380.0269232004
"7D" "2024-08-21_07:50:00" 59309.4506248437
"7D" "2024-08-21_07:35:00" 59299.0474680775
"7D" "2024-08-21_07:20:00" 59263.424934029
"7D" "2024-08-21_07:05:00" 59292.9651862226
"7D" "2024-08-21_06:55:00" 59329.1605903125
"7D" "2024-08-21_06:40:00" 59385.4847701797
"7D" "2024-08-21_06:25:00" 59431.9035904533
"7D" "2024-08-21_06:10:00" 59366.0970604379
"7D" "2024-08-21_05:55:00" 59369.5733615056
"7D" "2024-08-21_05:40:00" 59295.0924990126
"7D" "2024-08-21_05:25:00" 59185.6688703871
"7D" "2024-08-21_05:10:00" 59029.5883368255
"7D" "2024-08-21_05:00:00" 59002.7571691698
"7D" "2024-08-21_04:45:00" 59068.7947133016
"7D" "2024-08-21_04:30:00" 58993.6810198292
"7D" "2024-08-21_04:15:00" 59122.7761702786
"7D" "2024-08-21_04:00:00" 59206.1280965044
"7D" "2024-08-21_03:45:00" 59143.0100945269
"7D" "2024-08-21_03:30:00" 59020.7936510427
"7D" "2024-08-21_03:15:00" 59143.280423802
"7D" "2024-08-21_03:05:00" 59139.7011607869
"7D" "2024-08-21_02:50:00" 59234.7803751895
"7D" "2024-08-21_02:35:00" 59367.3395499834
"7D" "2024-08-21_02:20:00" 59348.7959775437
"7D" "2024-08-21_02:05:00" 59353.8828661206
"7D" "2024-08-21_01:50:00" 59409.8891542187
"7D" "2024-08-21_01:35:00" 59349.1925375836
"7D" "2024-08-21_01:20:00" 59234.2218184719
"7D" "2024-08-21_01:10:00" 59226.7863603351
"7D" "2024-08-21_00:55:00" 59090.671633098
"7D" "2024-08-21_00:40:00" 59094.4408806385
"7D" "2024-08-21_00:25:00" 59452.2629367386
"7D" "2024-08-21_00:10:00" 59504.3898994357
"7D" "2024-08-20_23:55:00" 59588.9290142351
"7D" "2024-08-20_23:40:00" 59599.6623052543
"7D" "2024-08-20_23:25:00" 59560.6223170822
"7D" "2024-08-20_23:15:00" 59490.2535705971
"7D" "2024-08-20_23:00:00" 59381.6183221222
"7D" "2024-08-20_22:45:00" 59327.61761881
"7D" "2024-08-20_22:30:00" 59190.6272009487
"7D" "2024-08-20_22:15:00" 59450.8347076593
"7D" "2024-08-20_22:00:00" 59336.6560751844
"7D" "2024-08-20_21:45:00" 59292.2658827208
"7D" "2024-08-20_21:30:00" 59043.1143007051
"7D" "2024-08-20_21:20:00" 58949.4320306277
"7D" "2024-08-20_21:05:00" 58868.2736014247
"7D" "2024-08-20_20:50:00" 58730.4158851416
"7D" "2024-08-20_20:35:00" 58794.386636344
"7D" "2024-08-20_20:20:00" 58783.2716680983
"7D" "2024-08-20_20:05:00" 58994.7907276326
"7D" "2024-08-20_19:50:00" 58925.1821532004
"7D" "2024-08-20_19:35:00" 58921.5436910276
"7D" "2024-08-20_19:25:00" 58868.8792666489
"7D" "2024-08-20_19:10:00" 59140.0257182038
"7D" "2024-08-20_18:55:00" 59197.0849046468
"7D" "2024-08-20_18:40:00" 58854.7565851628
"7D" "2024-08-20_18:25:00" 59625.4114619972
"7D" "2024-08-20_18:10:00" 59788.0939169293
"7D" "2024-08-20_17:55:00" 60073.9355315328
"7D" "2024-08-20_17:40:00" 60628.3760916091
"7D" "2024-08-20_17:30:00" 60908.223359178
"7D" "2024-08-20_17:15:00" 60788.6730577071
"7D" "2024-08-20_17:00:00" 60562.9662322899
"7D" "2024-08-20_16:45:00" 60500.725825119
"7D" "2024-08-20_16:30:00" 60719.9410951892
"7D" "2024-08-20_16:15:00" 60729.807718508
"7D" "2024-08-20_16:00:00" 60757.7659193117
"7D" "2024-08-20_15:45:00" 60724.1932797692
"ALL" "2024-08-27_15:42:08" 62315.9702703282
"ALL" "2024-08-20_03:30:00" 59493.4519675227
"ALL" "2024-08-13_03:30:00" 59356.2077843983
"ALL" "2024-08-05_03:30:00" 58110.2984557763
"ALL" "2024-07-29_03:30:00" 68259.0549329203
"ALL" "2024-07-22_03:30:00" 68152.9761329417
"ALL" "2024-07-14_03:30:00" 59225.2503987175
"ALL" "2024-07-07_03:30:00" 58239.4304736734
"ALL" "2024-06-30_03:30:00" 60888.4455615606
