"timeframe" "time" "price_in_usd"
"1M" "2024-08-17_18:30:00" 59511.6768598828
"1M" "2024-08-17_17:30:00" 59318.8633799776
"1M" "2024-08-17_16:30:00" 59239.2468640414
"1M" "2024-08-17_15:30:00" 59131.6978628622
"1M" "2024-08-17_14:30:00" 59117.6976418904
"1M" "2024-08-17_13:30:00" 59310.4778305999
"1M" "2024-08-17_12:30:00" 59274.9756473779
"1M" "2024-08-17_11:30:00" 59254.834007422
"1M" "2024-08-17_10:30:00" 59179.9470509901
"1M" "2024-08-17_09:30:00" 59200.9024247372
"1M" "2024-08-17_08:30:00" 59236.6146401279
"1M" "2024-08-17_07:30:00" 59169.5850001628
"1M" "2024-08-17_06:30:00" 59166.3012928982
"1M" "2024-08-17_05:30:00" 59226.5381856061
"1M" "2024-08-17_04:30:00" 59216.7519858415
"1M" "2024-08-17_03:30:00" 58893.530843348
"1M" "2024-08-17_02:30:00" 58994.4046526905
"1M" "2024-08-17_01:30:00" 59020.9386548695
"1M" "2024-08-17_00:30:00" 59284.0153863327
"1M" "2024-08-16_23:30:00" 59647.0322781956
"1M" "2024-08-16_22:30:00" 59463.3849472206
"1M" "2024-08-16_21:30:00" 59286.3733498578
"1M" "2024-08-16_20:30:00" 58589.0135213637
"1M" "2024-08-16_19:30:00" 58111.368381487
"1M" "2024-08-16_17:30:00" 58198.7133950003
"1M" "2024-08-16_16:30:00" 57860.8189336893
"1M" "2024-08-16_15:30:00" 58411.8394707813
"1M" "2024-08-16_14:30:00" 58440.4951651772
"1M" "2024-08-16_13:30:00" 58644.4892154329
"1M" "2024-08-16_12:30:00" 58394.8618626216
"1M" "2024-08-16_11:30:00" 58473.8625223802
"1M" "2024-08-16_10:30:00" 58539.2713905014
"1M" "2024-08-16_09:30:00" 58232.3844271184
"1M" "2024-08-16_08:30:00" 58306.2244900768
"1M" "2024-08-16_07:30:00" 57882.0478778608
"1M" "2024-08-16_06:30:00" 58204.9870531047
"1M" "2024-08-16_05:30:00" 57529.7521759168
"1M" "2024-08-16_04:30:00" 57483.4383976985
"1M" "2024-08-16_03:30:00" 57560.2733013763
"1M" "2024-08-16_02:30:00" 57642.1533660424
"1M" "2024-08-16_01:30:00" 57567.2869888489
"1M" "2024-08-16_00:30:00" 56386.1618062982
"1M" "2024-08-15_23:30:00" 57130.7434734254
"1M" "2024-08-15_22:30:00" 57916.3929117105
"1M" "2024-08-15_21:30:00" 58935.8750720781
"1M" "2024-08-15_20:30:00" 59538.6084564539
"1M" "2024-08-15_19:30:00" 59727.2258699496
"1M" "2024-08-15_18:30:00" 59434.8687693587
"1M" "2024-08-15_17:30:00" 59410.9620313769
"1M" "2024-08-15_16:30:00" 58820.7089538693
"1M" "2024-08-15_15:30:00" 58734.4598826658
"1M" "2024-08-15_14:30:00" 58396.8493412562
"1M" "2024-08-15_13:30:00" 58423.3196570546
"1M" "2024-08-15_12:30:00" 58334.0244050268
"1M" "2024-08-15_11:30:00" 58073.5341201021
"1M" "2024-08-15_10:30:00" 58134.9313258466
"1M" "2024-08-15_09:30:00" 58300.2159474034
"1M" "2024-08-15_08:30:00" 58431.173735746
"1M" "2024-08-15_07:30:00" 58443.119132204
"1M" "2024-08-15_06:30:00" 58419.053648397
"1M" "2024-08-15_05:30:00" 58241.2774971421
"1M" "2024-08-15_03:30:00" 58733.2629876225
"1M" "2024-08-15_02:30:00" 58981.776052868
"1M" "2024-08-15_01:30:00" 58906.0489492437
"1M" "2024-08-15_00:30:00" 59139.9692616156
"1M" "2024-08-14_23:30:00" 58998.5023095697
"1M" "2024-08-14_22:30:00" 59008.7389159832
"1M" "2024-08-14_21:30:00" 59209.8358230949
"1M" "2024-08-14_20:30:00" 59176.0699862778
"1M" "2024-08-14_19:30:00" 59531.5211404477
"1M" "2024-08-14_18:30:00" 59500.1738966265
"1M" "2024-08-14_17:30:00" 59529.6020360248
"1M" "2024-08-14_16:30:00" 61110.0697428686
"1M" "2024-08-14_15:30:00" 61328.0051864385
"1M" "2024-08-14_14:30:00" 61135.27670834
"1M" "2024-08-14_13:30:00" 60881.9059759796
"1M" "2024-08-14_12:30:00" 60911.1549589091
"1M" "2024-08-14_11:30:00" 60933.0110206263
"1M" "2024-08-14_10:30:00" 60887.3997658654
"1M" "2024-08-14_09:30:00" 60871.8916799719
"1M" "2024-08-14_08:30:00" 60937.5879154254
"1M" "2024-08-14_07:30:00" 61008.5374848083
"1M" "2024-08-14_06:30:00" 60843.637404236
"1M" "2024-08-14_05:30:00" 60563.27455922
"1M" "2024-08-14_04:30:00" 60814.5993124878
"1M" "2024-08-14_03:30:00" 60611.0500484466
"1M" "2024-08-14_02:30:00" 60596.2458149296
"1M" "2024-08-14_01:30:00" 61025.7111076859
"1M" "2024-08-14_00:30:00" 60603.528502259
"1M" "2024-08-13_23:30:00" 60869.9819521538
"1M" "2024-08-13_22:30:00" 60842.3463346992
"1M" "2024-08-13_21:30:00" 61226.2106745521
"1M" "2024-08-13_20:30:00" 61170.1575281385
"1M" "2024-08-13_19:30:00" 59514.1258391493
"1M" "2024-08-13_18:30:00" 59659.4635767973
"1M" "2024-08-13_17:30:00" 59417.5968000868
"1M" "2024-08-13_16:30:00" 59189.6302415358
"1M" "2024-08-13_15:30:00" 58805.7312190657
"1M" "2024-08-13_13:30:00" 58940.5267321627
"1M" "2024-08-13_12:30:00" 59099.7419405005
"1M" "2024-08-13_11:30:00" 59244.7452015529
"1M" "2024-08-13_10:30:00" 59428.9116099712
"1M" "2024-08-13_09:30:00" 59226.7109956238
"1M" "2024-08-13_08:30:00" 59239.8039328598
"1M" "2024-08-13_07:30:00" 59022.5604737868
"1M" "2024-08-13_06:30:00" 59483.9483036015
"1M" "2024-08-13_05:30:00" 59729.5957239949
"1M" "2024-08-13_04:30:00" 59828.7810837633
"1M" "2024-08-13_03:30:00" 59356.2077843983
"1M" "2024-08-13_02:30:00" 59079.4950517158
"1M" "2024-08-13_01:30:00" 58974.3548761807
"1M" "2024-08-13_00:30:00" 58871.0121450087
"1M" "2024-08-12_23:30:00" 58996.3757480737
"1M" "2024-08-12_22:30:00" 58514.8520952155
"1M" "2024-08-12_21:30:00" 59364.8107889514
"1M" "2024-08-12_20:30:00" 59661.1077950994
"1M" "2024-08-12_19:30:00" 60133.7943933212
"1M" "2024-08-12_18:30:00" 60293.889979719
"1M" "2024-08-12_17:30:00" 58216.0196176192
"1M" "2024-08-12_16:30:00" 59698.0639927968
"1M" "2024-08-12_15:30:00" 59889.0174481295
"1M" "2024-08-12_14:30:00" 59003.0671254453
"1M" "2024-08-12_13:30:00" 58338.0550436475
"1M" "2024-08-12_12:30:00" 58303.295861048
"1M" "2024-08-12_11:30:00" 58679.5674394768
"1M" "2024-08-12_10:30:00" 58431.1096311226
"1M" "2024-08-12_09:30:00" 58613.6907557908
"1M" "2024-08-12_08:30:00" 58533.8148204758
"1M" "2024-08-12_07:30:00" 58531.4430952201
"1M" "2024-08-12_06:30:00" 58701.2595689383
"1M" "2024-08-12_05:30:00" 58647.584902767
"1M" "2024-08-12_04:30:00" 58444.8315625779
"1M" "2024-08-12_03:30:00" 58719.3952192515
"1M" "2024-08-12_02:30:00" 59014.2998249557
"1M" "2024-08-12_01:30:00" 58986.0392824634
"1M" "2024-08-11_23:30:00" 59694.5029743825
"1M" "2024-08-11_22:30:00" 60255.5438550729
"1M" "2024-08-11_21:30:00" 60308.4404393924
"1M" "2024-08-11_20:30:00" 60209.3002100954
"1M" "2024-08-11_19:30:00" 60147.9249517579
"1M" "2024-08-11_18:30:00" 60340.886367119
"1M" "2024-08-11_17:30:00" 60462.7388379601
"1M" "2024-08-11_16:30:00" 60520.0442282813
"1M" "2024-08-11_15:30:00" 60699.389325339
"1M" "2024-08-11_14:30:00" 61064.4646554334
"1M" "2024-08-11_13:30:00" 61111.2433190324
"1M" "2024-08-11_12:30:00" 61300.3044902453
"1M" "2024-08-11_11:30:00" 61263.8075463258
"1M" "2024-08-11_10:30:00" 61132.8072843656
"1M" "2024-08-11_09:30:00" 61152.4679124982
"1M" "2024-08-11_08:30:00" 60935.9275713565
"1M" "2024-08-11_07:30:00" 61114.9453112599
"1M" "2024-08-11_06:30:00" 61038.6707215255
"1M" "2024-08-11_05:30:00" 61159.6956229987
"1M" "2024-08-11_04:30:00" 61092.8146533456
"1M" "2024-08-11_03:30:00" 60944.8925563279
"1M" "2024-08-11_02:30:00" 60950.6790756594
"1M" "2024-08-11_01:30:00" 61119.1915882371
"1M" "2024-08-11_00:30:00" 61035.5493727168
"1M" "2024-08-10_23:30:00" 61022.2965818435
"1M" "2024-08-10_22:30:00" 60967.7842418056
"1M" "2024-08-10_21:30:00" 60760.4421870167
"1M" "2024-08-10_20:30:00" 60664.1429458899
"1M" "2024-08-10_19:30:00" 60613.583734866
"1M" "2024-08-10_18:30:00" 60604.8558662478
"1M" "2024-08-10_17:30:00" 60482.94376686
"1M" "2024-08-10_16:30:00" 60792.1075961813
"1M" "2024-08-10_15:30:00" 60919.6895621001
"1M" "2024-08-10_14:30:00" 60812.4742241214
"1M" "2024-08-10_13:30:00" 60986.7385139224
"1M" "2024-08-10_12:30:00" 60731.8025963695
"1M" "2024-08-10_11:30:00" 60849.3928081592
"1M" "2024-08-10_10:30:00" 60505.1598566852
"1M" "2024-08-10_08:30:00" 60433.7042646484
"1M" "2024-08-10_07:30:00" 60450.3220834204
"1M" "2024-08-10_06:30:00" 60600.1800854748
"1M" "2024-08-10_05:30:00" 60513.5892573661
"1M" "2024-08-10_04:30:00" 60569.8491999033
"1M" "2024-08-10_03:30:00" 60881.2294781478
"1M" "2024-08-10_02:30:00" 60796.1900356445
"1M" "2024-08-10_01:30:00" 60841.7212559517
"1M" "2024-08-10_00:30:00" 60737.3399238458
"1M" "2024-08-09_23:30:00" 60716.9338131022
"1M" "2024-08-09_22:30:00" 60291.0037039174
"1M" "2024-08-09_21:30:00" 60210.1468408631
"1M" "2024-08-09_20:30:00" 60384.1382354048
"1M" "2024-08-09_19:30:00" 59900.8065343893
"1M" "2024-08-09_18:30:00" 60502.2215448699
"1M" "2024-08-09_17:30:00" 60510.4209949758
"1M" "2024-08-09_16:30:00" 60587.1788455883
"1M" "2024-08-09_15:30:00" 60706.334731626
"1M" "2024-08-09_14:30:00" 60629.2925985473
"1M" "2024-08-09_13:30:00" 60754.5650399439
"1M" "2024-08-09_12:30:00" 61078.2490546058
"1M" "2024-08-09_11:30:00" 60855.7681062902
"1M" "2024-08-09_10:30:00" 60925.8814578001
"1M" "2024-08-09_09:30:00" 60967.8464300577
"1M" "2024-08-09_08:30:00" 60726.5798256673
"1M" "2024-08-09_07:30:00" 61341.7735072802
"1M" "2024-08-09_06:30:00" 61289.69307848
"1M" "2024-08-09_05:30:00" 61425.0896375577
"1M" "2024-08-09_04:30:00" 61262.3469165572
"1M" "2024-08-09_03:30:00" 61728.2089798276
"1M" "2024-08-09_02:30:00" 62323.263265205
"1M" "2024-08-09_01:30:00" 61065.7962659651
"1M" "2024-08-09_00:30:00" 59588.1885415513
"1M" "2024-08-08_23:30:00" 59359.7055048669
"1M" "2024-08-08_22:30:00" 59388.7875144253
"1M" "2024-08-08_21:30:00" 59527.9516922957
"1M" "2024-08-08_20:30:00" 59634.6379338087
"1M" "2024-08-08_18:30:00" 58961.2692296024
"1M" "2024-08-08_17:30:00" 57180.961814786
"1M" "2024-08-08_16:30:00" 57960.1239999942
"1M" "2024-08-08_15:30:00" 57383.9408777943
"1M" "2024-08-08_14:30:00" 57396.9118987786
"1M" "2024-08-08_13:30:00" 57376.9835655042
"1M" "2024-08-08_12:30:00" 57241.747450611
"1M" "2024-08-08_11:30:00" 57213.1315070018
"1M" "2024-08-08_10:30:00" 57269.7595781689
"1M" "2024-08-08_09:30:00" 56989.2708472399
"1M" "2024-08-08_08:30:00" 56776.5967925628
"1M" "2024-08-08_07:30:00" 57142.4724464992
"1M" "2024-08-08_06:30:00" 57372.4034175766
"1M" "2024-08-08_05:30:00" 56905.8087769257
"1M" "2024-08-08_04:30:00" 55326.6046740941
"1M" "2024-08-08_03:30:00" 55030.0290256907
"1M" "2024-08-08_02:30:00" 55285.263383741
"1M" "2024-08-08_01:30:00" 55425.8004999735
"1M" "2024-08-08_00:30:00" 55011.7496329127
"1M" "2024-08-07_23:30:00" 54799.2311121668
"1M" "2024-08-07_22:30:00" 54804.1730030037
"1M" "2024-08-07_21:30:00" 55528.935316831
"1M" "2024-08-07_20:30:00" 56166.6231794808
"1M" "2024-08-07_19:30:00" 56098.8056498657
"1M" "2024-08-07_18:30:00" 56204.9940056828
"1M" "2024-08-07_17:30:00" 56792.9961103446
"1M" "2024-08-07_16:30:00" 57320.1556152874
"1M" "2024-08-07_15:30:00" 57014.7861084017
"1M" "2024-08-07_14:30:00" 57387.6128302143
"1M" "2024-08-07_13:30:00" 57379.9398200681
"1M" "2024-08-07_12:30:00" 57363.7078666386
"1M" "2024-08-07_11:30:00" 56953.0735049824
"1M" "2024-08-07_10:30:00" 56840.4501470971
"1M" "2024-08-07_09:30:00" 56849.0873430568
"1M" "2024-08-07_08:30:00" 57110.7787243608
"1M" "2024-08-07_07:30:00" 56914.4055531977
"1M" "2024-08-07_06:30:00" 56766.8630091835
"1M" "2024-08-07_04:30:00" 56298.5801785892
"1M" "2024-08-07_03:30:00" 56040.6321232278
"1M" "2024-08-07_02:30:00" 56208.1025603744
"1M" "2024-08-07_01:30:00" 56443.2484364098
"1M" "2024-08-07_00:30:00" 56556.0032268684
"1M" "2024-08-06_23:30:00" 56796.256299433
"1M" "2024-08-06_22:30:00" 56787.8124629429
"1M" "2024-08-06_21:30:00" 56594.1855723378
"1M" "2024-08-06_20:30:00" 56855.7608460823
"1M" "2024-08-06_19:30:00" 56363.7783105836
"1M" "2024-08-06_18:30:00" 56100.6497997116
"1M" "2024-08-06_17:30:00" 55275.7763545817
"1M" "2024-08-06_16:30:00" 54852.5231691174
"1M" "2024-08-06_15:30:00" 55258.2552320691
"1M" "2024-08-06_14:30:00" 55041.5562623379
"1M" "2024-08-06_13:30:00" 55262.3271922282
"1M" "2024-08-06_12:30:00" 55141.8728568247
"1M" "2024-08-06_11:30:00" 56125.7634525778
"1M" "2024-08-06_10:30:00" 55825.830726673
"1M" "2024-08-06_09:30:00" 55948.4075161476
"1M" "2024-08-06_08:30:00" 55515.1689178738
"1M" "2024-08-06_07:30:00" 55693.6224679567
"1M" "2024-08-06_06:30:00" 55910.176501238
"1M" "2024-08-06_05:30:00" 55819.4087744079
"1M" "2024-08-06_04:30:00" 55851.6900792152
"1M" "2024-08-06_03:30:00" 53991.3475883934
"1M" "2024-08-06_02:30:00" 54640.8001186348
"1M" "2024-08-06_01:30:00" 54441.4235149227
"1M" "2024-08-06_00:30:00" 54140.9276948603
"1M" "2024-08-05_23:30:00" 53406.1382901038
"1M" "2024-08-05_22:30:00" 53258.243925166
"1M" "2024-08-05_21:30:00" 54733.2542568947
"1M" "2024-08-05_20:30:00" 54134.6441708658
"1M" "2024-08-05_19:30:00" 54280.3005405006
"1M" "2024-08-05_18:30:00" 54065.2570794284
"1M" "2024-08-05_17:30:00" 51981.110876916
"1M" "2024-08-05_16:30:00" 49842.5228471005
"1M" "2024-08-05_14:30:00" 51350.5909815242
"1M" "2024-08-05_13:30:00" 52449.5545300418
"1M" "2024-08-05_12:30:00" 52760.2052041475
"1M" "2024-08-05_11:30:00" 52740.9126274889
"1M" "2024-08-05_10:30:00" 51460.3653869087
"1M" "2024-08-05_09:30:00" 52753.2160544642
"1M" "2024-08-05_08:30:00" 53615.5935139476
"1M" "2024-08-05_07:30:00" 54056.4326831651
"1M" "2024-08-05_06:30:00" 54657.3353491811
"1M" "2024-08-05_05:30:00" 54691.215682536
"1M" "2024-08-05_04:30:00" 56036.6706246076
"1M" "2024-08-05_03:30:00" 58110.2984557763
"1M" "2024-08-05_02:30:00" 58661.641328693
"1M" "2024-08-05_01:30:00" 58462.4162131855
"1M" "2024-08-05_00:30:00" 59455.7121504906
"1M" "2024-08-04_23:30:00" 59314.1967714739
"1M" "2024-08-04_22:30:00" 58711.3585481113
"1M" "2024-08-04_21:30:00" 57864.5770350932
"1M" "2024-08-04_20:30:00" 58633.6338940032
"1M" "2024-08-04_19:30:00" 58968.9862225183
"1M" "2024-08-04_18:30:00" 59640.095705251
"1M" "2024-08-04_17:30:00" 60872.6701561472
"1M" "2024-08-04_16:30:00" 61040.3464339075
"1M" "2024-08-04_15:30:00" 60855.286369894
"1M" "2024-08-04_14:30:00" 60754.2281433807
"1M" "2024-08-04_13:30:00" 60684.919637023
"1M" "2024-08-04_12:30:00" 60531.6036849543
"1M" "2024-08-04_11:30:00" 60313.2710792914
"1M" "2024-08-04_10:30:00" 60790.1389854108
"1M" "2024-08-04_09:30:00" 60748.6080911743
"1M" "2024-08-04_08:30:00" 60522.9428561198
"1M" "2024-08-04_07:30:00" 60704.0432049146
"1M" "2024-08-04_06:30:00" 60828.3377748877
"1M" "2024-08-04_05:30:00" 60709.3775532251
"1M" "2024-08-04_04:30:00" 60701.2659262083
"1M" "2024-08-04_03:30:00" 60676.0941770946
"1M" "2024-08-04_02:30:00" 60601.1839800122
"1M" "2024-08-04_00:30:00" 60313.7943071351
"1M" "2024-08-03_23:30:00" 60235.2298064806
"1M" "2024-08-03_22:30:00" 60212.7780985518
"1M" "2024-08-03_21:30:00" 60496.4296744476
"1M" "2024-08-03_20:30:00" 60906.3513660286
"1M" "2024-08-03_19:30:00" 60856.2799775611
"1M" "2024-08-03_18:30:00" 61964.3972579964
"1M" "2024-08-03_17:30:00" 61951.610876249
"1M" "2024-08-03_16:30:00" 61943.0944971506
"1M" "2024-08-03_15:30:00" 61861.450547028
"1M" "2024-08-03_14:30:00" 61784.9788859405
"1M" "2024-08-03_13:30:00" 61682.5952248051
"1M" "2024-08-03_12:30:00" 61562.327141423
"1M" "2024-08-03_11:30:00" 61639.074928684
"1M" "2024-08-03_10:30:00" 61757.836612996
"1M" "2024-08-03_09:30:00" 61635.2984116785
"1M" "2024-08-03_08:30:00" 61498.8938563689
"1M" "2024-08-03_07:30:00" 61814.3354339346
"1M" "2024-08-03_06:30:00" 61378.3332298179
"1M" "2024-08-03_05:30:00" 61251.2081344997
"1M" "2024-08-03_04:30:00" 61008.7598595207
"1M" "2024-08-03_03:30:00" 61414.8084938627
"1M" "2024-08-03_02:30:00" 61193.0229205661
"1M" "2024-08-03_01:30:00" 62033.0573134688
"1M" "2024-08-03_00:30:00" 62585.7805709561
"1M" "2024-08-02_23:30:00" 62631.49403572
"1M" "2024-08-02_22:30:00" 62853.4299093652
"1M" "2024-08-02_21:30:00" 63049.6790438273
"1M" "2024-08-02_20:30:00" 63275.6038558347
"1M" "2024-08-02_19:30:00" 63560.1941044743
"1M" "2024-08-02_18:30:00" 63206.5658891937
"1M" "2024-08-02_17:30:00" 65189.3454941955
"1M" "2024-08-02_16:30:00" 64750.3908768354
"1M" "2024-08-02_15:30:00" 64606.5358796296
"1M" "2024-08-02_14:30:00" 64686.7722056286
"1M" "2024-08-02_13:30:00" 64460.0912526637
"1M" "2024-08-02_12:30:00" 64476.2170073982
"1M" "2024-08-02_10:30:00" 64429.6767018824
"1M" "2024-08-02_09:30:00" 64107.2052565442
"1M" "2024-08-02_08:30:00" 64447.4252936119
"1M" "2024-08-02_07:30:00" 64540.8881532243
"1M" "2024-08-02_06:30:00" 64275.7902898785
"1M" "2024-08-02_05:30:00" 64669.3930647099
"1M" "2024-08-02_04:30:00" 64911.0648553963
"1M" "2024-08-02_03:30:00" 65353.4984738177
"1M" "2024-08-02_02:30:00" 65142.093948005
"1M" "2024-08-02_01:30:00" 64848.1313736346
"1M" "2024-08-02_00:30:00" 64605.196565454
"1M" "2024-08-01_23:30:00" 63345.3872383062
"1M" "2024-08-01_22:30:00" 62868.7828018354
"1M" "2024-08-01_21:30:00" 63148.1276705143
"1M" "2024-08-01_20:30:00" 62868.7330346936
"1M" "2024-08-01_19:30:00" 63003.4096618078
"1M" "2024-08-01_18:30:00" 63975.0583075995
"1M" "2024-08-01_17:30:00" 64725.5659255551
"1M" "2024-08-01_16:30:00" 64863.3897097014
"1M" "2024-08-01_15:30:00" 64630.7710978804
"1M" "2024-08-01_14:30:00" 64564.3212029734
"1M" "2024-08-01_13:30:00" 64450.4214806448
"1M" "2024-08-01_12:30:00" 64479.0538285906
"1M" "2024-08-01_11:30:00" 64300.6215727557
"1M" "2024-08-01_10:30:00" 64226.3928830657
"1M" "2024-08-01_09:30:00" 64296.2547326295
"1M" "2024-08-01_08:30:00" 63705.1923388118
"1M" "2024-08-01_07:30:00" 63908.4211575028
"1M" "2024-08-01_06:30:00" 64074.2452257013
"1M" "2024-08-01_05:30:00" 64143.7556036638
"1M" "2024-08-01_04:30:00" 64650.5875977332
"1M" "2024-08-01_03:30:00" 64625.8404447144
"1M" "2024-08-01_02:30:00" 64937.7770374602
"1M" "2024-08-01_01:30:00" 64970.6995435767
"1M" "2024-08-01_00:30:00" 64564.2575316727
"1M" "2024-07-31_23:30:00" 65178.9678486511
"1M" "2024-07-31_22:30:00" 66512.5817110045
"1M" "2024-07-31_20:30:00" 66373.1965878093
"1M" "2024-07-31_19:30:00" 66358.2921943124
"1M" "2024-07-31_18:30:00" 66392.2751330002
"1M" "2024-07-31_17:30:00" 66507.4506550091
"1M" "2024-07-31_16:30:00" 66059.0753980063
"1M" "2024-07-31_15:30:00" 66052.7375941601
"1M" "2024-07-31_14:30:00" 65975.4243257575
"1M" "2024-07-31_13:30:00" 66248.6538051357
"1M" "2024-07-31_12:30:00" 66299.0584366554
"1M" "2024-07-31_11:30:00" 66217.5339297053
"1M" "2024-07-31_10:30:00" 66438.4277914298
"1M" "2024-07-31_09:30:00" 66086.0542273771
"1M" "2024-07-31_08:30:00" 65687.2441472151
"1M" "2024-07-31_07:30:00" 66066.5190385988
"1M" "2024-07-31_06:30:00" 66109.3097865356
"1M" "2024-07-31_05:30:00" 66267.0220126174
"1M" "2024-07-31_04:30:00" 66342.8906323923
"1M" "2024-07-31_03:30:00" 66201.2710774696
"1M" "2024-07-31_02:30:00" 66171.459358687
"1M" "2024-07-31_01:30:00" 66293.1427107929
"1M" "2024-07-31_00:30:00" 66146.3622245437
"1M" "2024-07-30_23:30:00" 65945.34825391
"1M" "2024-07-30_22:30:00" 65753.032567253
"1M" "2024-07-30_21:30:00" 65834.3724272208
"1M" "2024-07-30_20:30:00" 66187.3768529871
"1M" "2024-07-30_19:30:00" 66244.6159967643
"1M" "2024-07-30_18:30:00" 65845.6043297341
"1M" "2024-07-30_17:30:00" 66330.0842820038
"1M" "2024-07-30_16:30:00" 66649.040637181
"1M" "2024-07-30_15:30:00" 66599.3870721697
"1M" "2024-07-30_14:30:00" 66566.7932694926
"1M" "2024-07-30_13:30:00" 66602.4299317593
"1M" "2024-07-30_12:30:00" 66740.6153207057
"1M" "2024-07-30_11:30:00" 66914.4764896225
"1M" "2024-07-30_10:30:00" 66745.3367605889
"1M" "2024-07-30_09:30:00" 66492.6524293242
"1M" "2024-07-30_08:30:00" 66683.8863603064
"1M" "2024-07-30_06:30:00" 66392.7090161575
"1M" "2024-07-30_05:30:00" 66187.33634975
"1M" "2024-07-30_04:30:00" 66543.6896097604
"1M" "2024-07-30_03:30:00" 66819.0526575841
"1M" "2024-07-30_02:30:00" 67200.3716075592
"1M" "2024-07-30_01:30:00" 67491.0683625459
"1M" "2024-07-30_00:30:00" 67386.4511318686
"1M" "2024-07-29_23:30:00" 67271.2817640561
"1M" "2024-07-29_22:30:00" 67388.3062660824
"1M" "2024-07-29_21:30:00" 67024.677356157
"1M" "2024-07-29_20:30:00" 66951.2883527432
"1M" "2024-07-29_19:30:00" 68098.1060755475
"1M" "2024-07-29_18:30:00" 68180.2651696351
"1M" "2024-07-29_17:30:00" 69247.1245758942
"1M" "2024-07-29_16:30:00" 69799.4175176444
"1M" "2024-07-29_15:30:00" 69617.998390636
"1M" "2024-07-29_14:30:00" 69662.5518749862
"1M" "2024-07-29_13:30:00" 69500.1548344249
"1M" "2024-07-29_12:30:00" 69460.2955393755
"1M" "2024-07-29_11:30:00" 69508.2883850183
"1M" "2024-07-29_10:30:00" 69629.0420244576
"1M" "2024-07-29_09:30:00" 69712.946695951
"1M" "2024-07-29_08:30:00" 69350.5976492003
"1M" "2024-07-29_07:30:00" 69344.8865941977
"1M" "2024-07-29_06:30:00" 69558.8117908708
"1M" "2024-07-29_05:30:00" 68608.9670694026
"1M" "2024-07-29_04:30:00" 68694.24043248
"1M" "2024-07-29_03:30:00" 68259.0549329203
"1M" "2024-07-29_02:30:00" 68010.4744970215
"1M" "2024-07-29_01:30:00" 68021.5119460002
"1M" "2024-07-29_00:30:00" 68005.8920143776
"1M" "2024-07-28_23:30:00" 68132.3831959846
"1M" "2024-07-28_22:30:00" 68225.9718454438
"1M" "2024-07-28_21:30:00" 67978.5932872408
"1M" "2024-07-28_20:30:00" 67703.4071553274
"1M" "2024-07-28_19:30:00" 67651.2982001037
"1M" "2024-07-28_18:30:00" 67749.4058319487
"1M" "2024-07-28_16:30:00" 68029.2972736383
"1Y" "2024-08-27_15:42:08" 62315.9702703282
"1Y" "2024-08-26_03:30:00" 64342.2254421225
"1Y" "2024-08-25_03:30:00" 64176.3670669592
"1Y" "2024-08-24_03:30:00" 64103.8695897208
"1Y" "2024-08-23_03:30:00" 60380.9528602663
"1Y" "2024-08-22_03:30:00" 61168.315762736
"1Y" "2024-08-21_03:30:00" 59014.9876262709
"1Y" "2024-08-20_03:30:00" 59493.4519675227
"1Y" "2024-08-19_03:30:00" 58480.7127277463
"1Y" "2024-08-18_03:30:00" 59468.1314945541
"1Y" "2024-08-17_03:30:00" 58893.530843348
"1Y" "2024-08-16_03:30:00" 57560.2733013763
"1Y" "2024-08-15_03:30:00" 58733.2629876225
"1Y" "2024-08-14_03:30:00" 60611.0500484466
"1Y" "2024-08-13_03:30:00" 59356.2077843983
"1Y" "2024-08-12_03:30:00" 58719.3952192515
"1Y" "2024-08-11_03:30:00" 60944.8925563279
"1Y" "2024-08-10_03:30:00" 60881.2294781478
"1Y" "2024-08-09_03:30:00" 61728.2089798276
"1Y" "2024-08-08_03:30:00" 55030.0290256907
"1Y" "2024-08-07_03:30:00" 56040.6321232278
"1Y" "2024-08-06_03:30:00" 53991.3475883934
"1Y" "2024-08-05_03:30:00" 58110.2984557763
"1Y" "2024-08-04_03:30:00" 60676.0941770946
"1Y" "2024-08-03_03:30:00" 61414.8084938627
"1Y" "2024-08-02_03:30:00" 65353.4984738177
"1Y" "2024-08-01_03:30:00" 64625.8404447144
"1Y" "2024-07-31_03:30:00" 66201.2710774696
"1Y" "2024-07-30_03:30:00" 66819.0526575841
"1Y" "2024-07-29_03:30:00" 68259.0549329203
"1Y" "2024-07-28_03:30:00" 67808.655588481
"1Y" "2024-07-27_03:30:00" 67911.8142625278
"1Y" "2024-07-26_03:30:00" 65771.8104166052
"1Y" "2024-07-25_03:30:00" 65375.8734846053
"1Y" "2024-07-24_03:30:00" 65927.8580751662
"1Y" "2024-07-23_03:30:00" 67584.8043545273
"1Y" "2024-07-22_03:30:00" 68152.9761329417
"1Y" "2024-07-21_03:30:00" 67164.9119218204
"1Y" "2024-07-20_03:30:00" 66709.9256150293
"1Y" "2024-07-19_03:30:00" 63972.3254992254
"1Y" "2024-07-18_03:30:00" 64104.7376791449
"1Y" "2024-07-17_03:30:00" 65091.8307087293
"1Y" "2024-07-16_03:30:00" 64784.4188428292
"1Y" "2024-07-15_03:30:00" 60815.4578978154
"1Y" "2024-07-14_03:30:00" 59225.2503987175
"1Y" "2024-07-13_03:30:00" 57908.7385440759
"1Y" "2024-07-12_03:30:00" 57341.1949342451
"1Y" "2024-07-11_03:30:00" 57729.8908040311
